airline_name,author,Destination Country,cabin_flown,overall_rating,seat_comfort_rating,cabin_staff_rating,food_beverages_rating,inflight_entertainment_rating,value_money_rating,Month,Year,recommended
royal-brunei-airlines,D Macpherson,Australia,Economy,9,4,5,5,4,5,3,2014,Yes
royal-brunei-airlines,Sargeant Alan,Australia,Business Class,9,4,5,4,3,5,3,2014,Yes
qatar-airways,Zafrullah Hamzah,Ireland,Business Class,7,4,4,3,2,3,11,2014,Yes
qatar-airways,Tercon Bojan,Singapore,Business Class,10,5,5,5,3,5,11,2014,Yes
qantas-airways,J Vancurova,United Kingdom,Business Class,10,5,5,3,5,2,2,2014,Yes
qantas-airways,Raymond Kwong,Australia,Economy,9,4,4,4,4,5,2,2014,Yes
royal-brunei-airlines,Widjaja Jesslyn,Indonesia,Economy,5,3,2,4,3,4,2,2014,No
royal-brunei-airlines,Hill Beth,Australia,Economy,10,5,5,3,4,5,2,2014,Yes
royal-brunei-airlines,H Baker,United Kingdom,Economy,8,4,5,4,4,5,2,2014,Yes
qatar-airways,Fro Kalle,Norway,Economy,7,3,5,3,3,5,11,2014,Yes
qatar-airways,Dianne Averis,Australia,Business Class,10,5,5,5,5,5,11,2014,Yes
qantas-airways,S Donnelly,Australia,Premium Economy,8,4,5,4,4,4,2,2014,Yes
qantas-airways,J Atkins,Israel,Economy,7,3,3,3,4,3,2,2014,Yes
qantas-airways,D Lee,Singapore,Economy,7,3,4,3,3,3,2,2014,Yes
royal-brunei-airlines,Richard Sibley,United Kingdom,Business Class,10,5,5,5,4,5,2,2014,Yes
royal-brunei-airlines,A Sargeant,Australia,Business Class,9,4,5,4,3,5,1,2014,Yes
qatar-airways,Daniel Sharon,Italy,Economy,6,3,4,2,2,4,11,2014,No
qatar-airways,Peter Lewis,United Kingdom,Business Class,10,5,5,5,5,5,11,2014,Yes
qatar-airways,M R Higgins,United Kingdom,Business Class,9,5,5,5,1,5,11,2014,Yes
qantas-airways,Paul Williss,Australia,Economy,5,5,5,1,5,3,2,2014,Yes
qantas-airways,Paul Williss,Australia,Economy,6,5,5,3,3,4,2,2014,Yes
royal-brunei-airlines,Stringfellow Geraldine,United Kingdom,Economy,10,4,5,5,5,5,1,2014,Yes
royal-brunei-airlines,Ednie Dale,Australia,Business Class,10,4,5,5,3,5,1,2014,Yes
royal-brunei-airlines,Ben Smith,United Kingdom,Economy,10,4,5,5,5,5,12,2013,Yes
qatar-airways,Thomas Johnston,United Kingdom,Business Class,10,5,5,5,4,5,10,2014,Yes
qatar-airways,Melissant Elizabeth,Belgium,Business Class,10,5,5,5,4,5,10,2014,Yes
qantas-airways,J Osinga,Australia,Economy,9,5,5,5,3,5,2,2014,Yes
qantas-airways,Paul Williss,Australia,Economy,5,4,4,1,3,2,2,2014,No
qantas-airways,G Gifari,Australia,Economy,8,3,5,4,3,4,2,2014,Yes
royal-brunei-airlines,M Durbridge,United Kingdom,Business Class,10,5,5,5,2,5,11,2013,Yes
royal-brunei-airlines,Keith Fagg,Australia,Business Class,9,4,5,5,4,5,11,2013,Yes
qatar-airways,Frances Jojart,Australia,Business Class,10,5,5,5,5,5,10,2014,Yes
qatar-airways,W Simpson,Thailand,Business Class,9,5,5,4,4,5,10,2014,Yes
qantas-airways,David Dowling,Australia,Premium Economy,6,5,4,3,4,5,2,2014,No
qantas-airways,S Rane,Australia,Economy,8,4,3,4,4,4,2,2014,Yes
royal-brunei-airlines,K Cox,Australia,Economy,10,4,5,5,4,5,11,2013,Yes
royal-brunei-airlines,A Bartlett,United Kingdom,Economy,7,4,3,5,4,5,10,2013,Yes
royal-brunei-airlines,L Bree,Australia,Business Class,8,4,4,4,4,5,10,2013,Yes
qatar-airways,W Coulton,Australia,Economy,8,4,4,4,4,5,10,2014,Yes
qatar-airways,P J Trebuchet,United Arab Emirates,Economy,7,3,4,2,4,4,10,2014,Yes
qantas-airways,S Kurian,Australia,Business Class,5,4,3,1,5,1,2,2014,No
qantas-airways,M Sinko,Australia,Business Class,6,1,5,4,3,2,2,2014,No
royal-brunei-airlines,Paul Sprich,Australia,Business Class,9,4,5,4,3,4,10,2013,Yes
royal-brunei-airlines,L Aaron,Australia,Economy,5,3,3,3,2,3,10,2013,Yes
qatar-airways,L Malpiedi,Denmark,Economy,4,3,2,1,2,3,10,2014,No
qatar-airways,Y Sim,Singapore,Business Class,7,3,4,3,5,3,10,2014,Yes
qatar-airways,Takizawa Emilio,Brazil,Business Class,9,5,5,3,4,4,10,2014,Yes
qantas-airways,J Curtain,Australia,Economy,7,3,5,3,3,3,2,2014,Yes
qantas-airways,Mickey Asgar,United States,Business Class,6,3,5,4,1,2,2,2014,Yes
qantas-airways,M Doig,Australia,Economy,3,4,4,3,1,2,2,2014,No
royal-brunei-airlines,Mike Vale,Australia,Business Class,9,5,5,5,4,5,10,2013,Yes
royal-brunei-airlines,K Pascoe,Australia,Economy,8,4,4,4,4,5,10,2013,Yes
royal-brunei-airlines,R March,United Kingdom,Business Class,8,4,5,4,3,4,10,2013,Yes
qatar-airways,S Arrie,Malaysia,Business Class,10,5,5,5,5,5,10,2014,Yes
qatar-airways,B Bernhard,Germany,First Class,5,3,3,2,1,5,10,2014,No
qatar-airways,Ishaan Lamba,India,Business Class,10,5,5,5,5,5,10,2014,Yes
qantas-airways,Garman Sandra,New Zealand,Economy,6,4,3,1,3,3,2,2014,No
qantas-airways,Tom Ross,Australia,Business Class,10,5,4,5,5,4,2,2014,Yes
royal-brunei-airlines,Jan Stone,Australia,Business Class,9,4,4,4,4,5,10,2013,Yes
royal-brunei-airlines,D Gunn,United Kingdom,Economy,1,1,5,3,1,3,10,2013,No
qatar-airways,Geoff Harris,United Kingdom,Economy,4,1,3,3,2,3,10,2014,No
qatar-airways,Browne Philip,United Kingdom,Business Class,8,5,5,4,3,3,10,2014,Yes
qantas-airways,Jacob Murray,Australia,Economy,10,4,5,5,5,4,2,2014,Yes
qantas-airways,F Dafono,United Kingdom,Economy,10,4,5,5,5,3,1,2014,Yes
royal-brunei-airlines,A Samakab,United Kingdom,Economy,1,1,3,1,1,1,10,2013,No
royal-brunei-airlines,K Brown,Australia,Economy,4,1,5,2,3,2,9,2013,No
royal-brunei-airlines,A Sargeant,Australia,Business Class,8,4,4,4,4,5,9,2013,Yes
qatar-airways,Browne Philip,United Kingdom,Business Class,10,5,5,4,5,4,10,2014,Yes
qatar-airways,Browne Philip,United Kingdom,Business Class,6,3,4,2,3,3,10,2014,No
qantas-airways,Tony Hall,Australia,Business Class,9,4,5,5,5,4,1,2014,Yes
qantas-airways,Tony Hall,Australia,Business Class,7,4,5,4,5,3,1,2014,Yes
qantas-airways,A Thompson,Australia,Business Class,4,1,3,1,4,2,1,2014,No
royal-brunei-airlines,Luke Brown,Australia,Economy,10,4,5,4,3,5,9,2013,Yes
royal-brunei-airlines,Sargeant Alan,Australia,Business Class,8,4,5,4,3,5,9,2013,Yes
qatar-airways,G Taylor,United Kingdom,Business Class,10,5,4,4,4,4,10,2014,Yes
qatar-airways,Brian Homewood,Australia,Economy,8,3,4,4,4,4,10,2014,Yes
qantas-airways,F Odds,United Kingdom,Economy,5,2,1,5,5,2,1,2014,No
qantas-airways,S Koffman,Australia,Business Class,4,3,4,4,5,3,1,2014,Yes
royal-brunei-airlines,William Buchanan,New Zealand,Economy,1,2,3,3,1,1,8,2013,No
royal-brunei-airlines,Susanne Pennington,Australia,Economy,2,0,2,2,3,3,8,2013,No
royal-brunei-airlines,Robert Kinder,United Kingdom,Economy,8,3,4,4,3,4,8,2013,Yes
qatar-airways,Browne Philip,United Kingdom,Business Class,5,5,3,2,1,2,10,2014,No
qatar-airways,Anders Pedersen,Denmark,Business Class,9,5,5,4,4,5,10,2014,Yes
qantas-airways,I du Plooy,Australia,Business Class,1,2,2,1,4,1,1,2014,No
qantas-airways,S Walker,Bangladesh,Economy,2,2,1,2,3,3,1,2014,No
royal-brunei-airlines,Janet Mckenzie,Australia,Business Class,10,5,5,5,5,5,8,2013,Yes
royal-brunei-airlines,R Strazzeri,Australia,Economy,3,3,4,1,1,2,8,2013,No
qatar-airways,P Read,United Kingdom,Economy,5,3,3,2,1,3,10,2014,No
qatar-airways,R Woodhead,Thailand,Economy,9,3,4,3,4,5,10,2014,Yes
qatar-airways,P J Trebuchet,United Arab Emirates,Economy,8,4,5,2,3,3,10,2014,Yes
qantas-airways,M Lau,Australia,Economy,10,5,5,5,5,5,1,2014,Yes
qantas-airways,K Peterson,Australia,Business Class,8,4,3,4,4,3,1,2014,Yes
royal-brunei-airlines,A Griggs,United Kingdom,Economy,9,4,4,3,3,4,7,2013,Yes
royal-brunei-airlines,R Chalmers,Australia,Business Class,5,2,3,3,4,4,7,2013,Yes
qatar-airways,Patricia Carey,United States,Economy,10,5,5,5,5,5,10,2014,Yes
qatar-airways,Priyanu Two,Germany,Business Class,5,4,2,4,4,4,9,2014,Yes
qantas-airways,G Dimond,Australia,Economy,10,5,5,5,5,5,1,2014,Yes
qantas-airways,K Hogan,Australia,Business Class,8,4,4,4,4,5,1,2014,Yes
royal-brunei-airlines,L Clark,New Zealand,Economy,2,2,4,2,1,2,7,2013,No
qatar-airways,C W Li,United States,Economy,9,5,5,4,4,5,9,2014,Yes
qatar-airways,D Graubard,United States,Economy,9,5,5,5,5,5,9,2014,Yes
qantas-airways,D Strassberg,Australia,Economy,9,4,5,4,4,4,1,2014,Yes
qantas-airways,Moore John,Australia,Business Class,10,5,5,5,5,5,1,2014,Yes
royal-brunei-airlines,A Jarrett,United Kingdom,Economy,10,5,5,5,4,5,6,2013,Yes
royal-brunei-airlines,Deborah Symes,Australia,Business Class,10,5,5,4,4,5,6,2013,Yes
qatar-airways,Ahmed Nash,Jordan,Economy,7,4,2,3,4,4,9,2014,Yes
qatar-airways,Junaid Hussain,United Kingdom,Economy,9,3,5,5,5,4,9,2014,Yes
qatar-airways,R Raj,United States,Economy,7,4,3,3,4,4,9,2014,No
qantas-airways,D Palmieri,Australia,Premium Economy,9,4,4,5,4,5,1,2014,Yes
qantas-airways,B Foote,Australia,Economy,9,4,5,5,4,5,1,2014,Yes
royal-brunei-airlines,Peter Holyoake,Australia,Business Class,6,3,3,3,3,5,6,2013,Yes
royal-brunei-airlines,Nelson D'Silva,Australia,Economy,3,1,2,3,1,2,6,2013,No
qatar-airways,J Geno,United States,Economy,9,5,4,4,5,5,9,2014,Yes
qatar-airways,Henden Ronald,United Kingdom,Business Class,9,5,5,4,4,4,9,2014,Yes
qatar-airways,Williams Leonie,Australia,Business Class,5,4,1,1,1,3,9,2014,No
qantas-airways,M Wam,Australia,Economy,1,3,1,1,1,1,1,2014,No
qantas-airways,Y Balfour,New Zealand,Economy,10,5,4,5,5,5,1,2014,Yes
royal-brunei-airlines,K Rowe,Australia,Business Class,9,5,5,5,4,5,6,2013,Yes
royal-brunei-airlines,Ollie Gladwell,Australia,Business Class,10,5,5,4,5,5,5,2013,Yes
qatar-airways,Ng Sze Hang,Hong Kong,Economy,9,4,5,4,4,5,9,2014,Yes
qatar-airways,Derek Salter,South Africa,Business Class,10,5,5,5,5,5,9,2014,Yes
qantas-airways,B Williams,Australia,Economy,7,3,4,3,4,4,1,2014,Yes
qantas-airways,M Fepuleai,New Zealand,Economy,8,5,5,5,5,5,1,2014,Yes
royal-brunei-airlines,Adam Treacy,Australia,Economy,8,4,5,4,4,5,5,2013,Yes
royal-brunei-airlines,C O'Malley,Australia,Business Class,8,4,5,2,4,5,5,2013,Yes
qatar-airways,S McLay,United Kingdom,Business Class,6,4,3,3,3,4,9,2014,No
qatar-airways,Senanayaka Saman,Canada,Economy,7,5,4,4,5,4,9,2014,Yes
qantas-airways,A Newson,Australia,Economy,7,2,2,1,5,2,1,2014,Yes
qantas-airways,Michael Little,Australia,Economy,8,3,4,4,3,4,1,2014,Yes
royal-brunei-airlines,Ngoun Van,Australia,Economy,8,4,4,4,4,5,5,2013,Yes
royal-brunei-airlines,G Collyer,United Kingdom,Economy,9,4,4,4,4,5,5,2013,Yes
royal-brunei-airlines,A Jarrett,United Kingdom,Economy,9,4,5,4,5,5,5,2013,Yes
qatar-airways,R Scholten,Netherlands,Economy,4,3,2,1,1,4,8,2014,No
qatar-airways,Willy Fischer,France,Business Class,9,5,5,4,4,5,8,2014,Yes
qantas-airways,J Busworth,Australia,Economy,10,3,5,3,4,4,1,2014,Yes
qantas-airways,Roger Stone,Australia,Business Class,8,5,5,5,4,5,1,2014,Yes
qantas-airways,K Mullins,Australia,Economy,10,5,4,4,5,5,1,2014,Yes
royal-brunei-airlines,Stephanie Lane,Australia,Economy,9,5,4,4,4,5,5,2013,Yes
royal-brunei-airlines,D Samonte,Australia,Economy,9,4,5,3,3,4,4,2013,Yes
qatar-airways,Derek Salter,South Africa,Economy,9,5,5,3,5,5,8,2014,Yes
qatar-airways,R Clark,Australia,Economy,3,5,2,4,4,4,8,2014,No
qantas-airways,B Le Quesne,Australia,Economy,6,1,3,3,4,3,1,2014,Yes
qantas-airways,Adrian Morgan,Australia,Economy,1,1,1,1,4,1,1,2014,No
qantas-airways,G Alexander,Australia,Economy,5,4,5,1,3,3,1,2014,No
royal-brunei-airlines,Christina Hirt,Australia,Economy,8,4,5,4,4,5,4,2013,Yes
royal-brunei-airlines,Alan Sargeant,Australia,Business Class,9,4,5,4,5,5,3,2013,Yes
qatar-airways,T Berri,Italy,Business Class,8,4,3,4,3,5,8,2014,Yes
qatar-airways,Khan Munawar,Pakistan,Economy,9,4,5,4,4,4,8,2014,Yes
qantas-airways,Clinton Pope,Australia,Economy,10,5,5,5,5,5,1,2014,Yes
qantas-airways,Lydon Amanda,Australia,Premium Economy,9,4,5,5,5,4,1,2014,Yes
qantas-airways,A Kumar,India,Business Class,8,5,4,5,5,4,1,2014,Yes
royal-brunei-airlines,M Knezovic,Malaysia,Economy,1,2,1,1,1,1,2,2013,No
royal-brunei-airlines,B Lockwood,United Kingdom,Economy,8,4,5,4,3,5,2,2013,Yes
qatar-airways,Alex Griggs,United Kingdom,Economy,4,3,3,2,3,3,8,2014,No
qatar-airways,T Olliver,Qatar,Economy,5,3,3,4,4,2,8,2014,Yes
qantas-airways,E Shek,Australia,Economy,8,4,4,4,4,4,1,2014,Yes
qantas-airways,B Klug,Germany,Economy,9,4,5,4,4,4,1,2014,Yes
royal-brunei-airlines,Daryl Schliebs,Australia,Business Class,2,3,1,1,1,3,2,2013,No
royal-brunei-airlines,Roger Crowther,United Kingdom,Business Class,8,4,5,4,3,5,2,2013,Yes
qatar-airways,David Ronca,United States,Economy,9,4,5,4,5,5,8,2014,Yes
qatar-airways,Al Melfi,Qatar,Business Class,8,4,5,4,3,4,8,2014,Yes
qantas-airways,S Beri,India,Economy,10,4,5,5,5,4,1,2014,Yes
qantas-airways,I Cheung,Australia,Economy,1,1,1,1,1,1,1,2014,No
qantas-airways,P Radford,Australia,Economy,5,4,3,1,1,3,1,2014,No
royal-brunei-airlines,Angus Lamb,Australia,Economy,2,5,1,3,4,3,1,2013,No
royal-brunei-airlines,J Darling,United Kingdom,Economy,10,5,5,5,3,5,1,2013,Yes
qatar-airways,A Althani,Qatar,First Class,8,4,5,5,3,4,8,2014,Yes
qatar-airways,Y Areemitr,United Kingdom,Economy,4,3,3,4,3,2,8,2014,No
qatar-airways,Hirel Gala,United States,Economy,5,5,2,1,3,3,8,2014,Yes
qantas-airways,O Petersen,Australia,Business Class,10,5,5,4,4,5,1,2014,Yes
qantas-airways,S Wilson,United Kingdom,First Class,9,5,5,4,5,3,1,2014,Yes
royal-brunei-airlines,Van Ng,Australia,Economy,7,4,4,4,4,5,1,2013,Yes
royal-brunei-airlines,R Canty,Australia,Business Class,10,4,5,5,3,5,1,2013,Yes
qatar-airways,Jenni Goodman,United Kingdom,Business Class,1,2,2,2,2,1,8,2014,No
qatar-airways,K Chhan,Cambodia,Economy,6,4,4,1,5,5,7,2014,Yes
qatar-airways,Louise De Villiers,South Africa,Economy,7,5,5,3,4,5,7,2014,Yes
qantas-airways,S Gallagher,Australia,Economy,1,3,1,3,3,1,1,2014,No
qantas-airways,S Mitchell,United Kingdom,Economy,1,1,3,1,1,1,1,2014,No
qantas-airways,B Brian,Australia,Economy,1,2,1,1,1,2,1,2014,No
royal-brunei-airlines,Dave Barfoot,United Kingdom,Business Class,9,5,5,5,5,5,1,2013,Yes
royal-brunei-airlines,T Arndell,Australia,Business Class,2,2,2,1,2,3,1,2013,No
royal-brunei-airlines,Adrian Holt,United Kingdom,Economy,8,4,5,4,3,5,1,2013,Yes
qatar-airways,Apezteguia Fernando,Spain,Business Class,10,5,5,5,4,5,7,2014,Yes
qatar-airways,Philip Curtis,United States,Business Class,10,5,5,5,5,5,7,2014,Yes
qantas-airways,B Brian,Australia,Economy,3,4,2,1,1,2,1,2014,No
qantas-airways,A McNicol,Australia,Business Class,8,5,5,2,3,5,1,2014,Yes
royal-brunei-airlines,Michael Downes,Australia,Business Class,10,5,5,4,5,5,1,2013,Yes
royal-brunei-airlines,Phillip Bell,Australia,Economy,10,4,5,5,4,5,1,2013,Yes
royal-brunei-airlines,P Butler,Australia,Economy,10,5,5,5,5,5,12,2012,Yes
qatar-airways,Coleman Marc,Egypt,First Class,4,4,3,4,4,1,7,2014,No
qatar-airways,McCoy Paul,Ireland,Business Class,4,1,5,2,2,4,7,2014,No
qantas-airways,Z Zissman,United Kingdom,Economy,8,4,5,3,4,4,1,2014,Yes
qantas-airways,B Stewart,Hong Kong,Business Class,9,4,5,5,5,5,1,2014,Yes
royal-brunei-airlines,Garry Rowles,Australia,Economy,10,4,5,4,4,5,12,2012,Yes
royal-brunei-airlines,L Hainsworth,Australia,Economy,10,5,5,4,4,5,12,2012,Yes
qatar-airways,Mark LaPrairie,Bhutan,Business Class,3,2,2,2,3,4,7,2014,Yes
qatar-airways,Harish Jagannath,United States,Economy,5,5,5,2,2,3,7,2014,No
qantas-airways,Syed Mukhtar,Malaysia,Economy,10,5,5,5,5,5,1,2014,Yes
qantas-airways,S Lim,Singapore,Economy,7,4,3,4,2,3,1,2014,Yes
royal-brunei-airlines,N Hulm,United Kingdom,Economy,9,3,5,4,5,5,11,2012,Yes
royal-brunei-airlines,V Holland,Australia,Economy,7,4,4,2,4,5,11,2012,Yes
royal-brunei-airlines,Geof Gale,United Kingdom,Economy,8,4,4,4,3,4,11,2012,Yes
qatar-airways,H Zhang,China,Economy,9,5,5,5,4,5,7,2014,Yes
qatar-airways,I Orosz,Australia,Business Class,10,4,5,5,5,5,7,2014,Yes
qatar-airways,Gordon S McDougall,Thailand,Business Class,7,4,5,3,4,4,7,2014,Yes
qantas-airways,Handoko Taniwidjojo,Indonesia,Economy,8,4,3,3,4,3,1,2014,Yes
qantas-airways,C Treleaven,New Zealand,Economy,9,4,5,4,5,4,1,2014,Yes
qantas-airways,J Chang,United States,Economy,2,1,2,1,3,1,1,2014,No
royal-brunei-airlines,I Packwood,United Kingdom,Economy,7,3,5,4,3,5,11,2012,Yes
royal-brunei-airlines,T Board-Kay,Australia,Economy,9,5,5,5,4,5,11,2012,Yes
qatar-airways,S McNeill,United Kingdom,Economy,1,5,5,5,5,5,7,2014,No
qatar-airways,Pierre Jean Trebuchet,United Arab Emirates,Economy,6,3,4,2,3,5,7,2014,Yes
qantas-airways,B Bohlen,Australia,Economy,8,4,4,3,2,4,1,2014,Yes
qantas-airways,R Young,Australia,Business Class,1,4,1,2,4,1,1,2014,Yes
qantas-airways,R Mortara,United Kingdom,Business Class,7,5,5,2,3,4,1,2014,Yes
royal-brunei-airlines,A Hare,Australia,Economy,3,4,4,2,2,3,10,2012,No
royal-brunei-airlines,Alan Sargeant,Australia,Business Class,9,4,4,4,4,5,10,2012,Yes
qatar-airways,Charles Kennedy,United Kingdom,Business Class,5,1,5,3,2,3,7,2014,Yes
qatar-airways,Jose Montoya,United States,Business Class,10,5,5,5,5,5,7,2014,Yes
qantas-airways,Les White,Australia,Economy,7,4,3,1,3,3,12,2013,Yes
qantas-airways,Simon Vickers,United Kingdom,Economy,9,5,4,1,5,5,12,2013,Yes
qantas-airways,Paul Williss,Australia,Economy,8,4,4,4,1,4,12,2013,Yes
royal-brunei-airlines,C Piper,United Kingdom,Economy,3,5,3,4,4,5,10,2012,No
royal-brunei-airlines,Geoff Butler,United Kingdom,Economy,9,4,5,5,4,5,9,2012,Yes
qatar-airways,Jose Montoya,United States,Business Class,10,5,5,5,5,5,7,2014,Yes
qatar-airways,SzeKer Chew,Malaysia,Economy,10,5,5,5,5,5,7,2014,Yes
qatar-airways,Dupré Lombaard,South Africa,Economy,9,5,5,5,5,5,7,2014,Yes
qantas-airways,Paul Williss,Australia,Economy,3,4,3,3,1,3,12,2013,Yes
qantas-airways,Daryl Hannant,Australia,Business Class,5,3,5,3,3,4,12,2013,Yes
royal-brunei-airlines,M Havercroft,United Kingdom,Economy,10,4,5,5,4,5,9,2012,Yes
royal-brunei-airlines,A Gaisina,Australia,Business Class,9,5,4,3,3,5,9,2012,Yes
qatar-airways,S Hirshfield,United States,Business Class,10,5,5,5,5,5,7,2014,Yes
qatar-airways,M Aplas,South Africa,Economy,6,2,4,4,2,5,7,2014,Yes
qatar-airways,Mumford Patricia,Australia,Business Class,10,5,5,5,5,4,6,2014,Yes
qantas-airways,Shaun Gardner,United Kingdom,Economy,1,1,3,1,1,1,12,2013,No
qantas-airways,J Tinning,Austria,Economy,10,5,5,5,5,4,12,2013,Yes
royal-brunei-airlines,R Opiekan,Australia,Economy,8,4,5,5,3,5,9,2012,Yes
royal-brunei-airlines,James Halley,Thailand,Economy,8,3,4,4,3,5,9,2012,Yes
qatar-airways,Mumford Patricia,Australia,Business Class,2,1,5,1,1,1,6,2014,Yes
qatar-airways,Linda Olsen,South Africa,Business Class,10,5,5,3,5,5,6,2014,Yes
qatar-airways,Entwislte Simon,Thailand,Business Class,10,5,5,5,5,4,6,2014,Yes
qantas-airways,Mark Barbeliuk,Australia,Economy,3,2,2,1,4,2,12,2013,No
qantas-airways,A McNicol,Australia,Economy,8,4,5,4,4,5,12,2013,Yes
qantas-airways,J Morgan,Australia,Economy,9,4,4,4,4,3,12,2013,Yes
royal-brunei-airlines,Allan Marmita,United Kingdom,Economy,8,4,5,4,3,5,9,2012,Yes
royal-brunei-airlines,Alan Sargeant,Australia,Business Class,9,4,5,4,4,5,8,2012,Yes
royal-brunei-airlines,Danielle Ladd,Australia,Economy,8,3,4,5,2,5,8,2012,Yes
qatar-airways,O Lefevre,France,Business Class,5,4,5,3,2,3,6,2014,No
qatar-airways,Philip Mcdaid,Australia,Economy,7,4,3,2,2,5,6,2014,Yes
qantas-airways,Craig Willis,Australia,Business Class,9,3,5,5,3,3,12,2013,Yes
qantas-airways,R Read,Australia,Economy,6,2,4,2,1,3,12,2013,No
royal-brunei-airlines,M Simpson,Australia,Economy,6,4,5,5,4,4,8,2012,No
royal-brunei-airlines,James Gribbin,Australia,Business Class,8,5,5,4,4,5,8,2012,Yes
royal-brunei-airlines,S Fitzpatrick,Australia,Economy,8,4,5,4,4,5,7,2012,Yes
qatar-airways,D Upton,Australia,Economy,7,4,3,5,5,4,6,2014,No
qatar-airways,A Cianetti,Italy,Economy,3,2,2,3,3,3,6,2014,No
qatar-airways,Anders Pedersen,Denmark,Economy,8,4,5,3,4,5,6,2014,Yes
qantas-airways,R Damien,Australia,Economy,10,4,5,5,5,4,12,2013,Yes
qantas-airways,Murray Groves,Australia,Business Class,10,5,5,5,5,5,12,2013,Yes
qantas-airways,Duncan Robinson,New Zealand,Economy,9,5,5,4,4,4,12,2013,Yes
royal-brunei-airlines,D Rose,United Kingdom,Business Class,1,1,2,1,3,1,7,2012,No
royal-brunei-airlines,E Ng,Malaysia,Business Class,1,2,1,1,1,1,7,2012,No
royal-brunei-airlines,S Smith,Australia,Economy,1,2,2,2,4,2,7,2012,No
qatar-airways,Lam Kok Wai,Singapore,Economy,9,4,5,5,5,5,6,2014,Yes
qatar-airways,Frank Mauz,United States,Economy,10,5,5,5,5,5,6,2014,Yes
qantas-airways,P Shepherd,Australia,Business Class,8,4,5,2,4,4,12,2013,Yes
qantas-airways,A Goldring,Australia,Business Class,10,4,5,5,4,4,12,2013,Yes
royal-brunei-airlines,EH Ng,Malaysia,Business Class,1,2,1,1,1,1,7,2012,No
royal-brunei-airlines,Alan Sargeant,Australia,Business Class,9,4,5,5,4,5,6,2012,Yes
qatar-airways,Al-Ani Ayad,Austria,Business Class,4,5,5,3,3,1,6,2014,No
qatar-airways,M Sidhu,United Kingdom,Economy,4,3,4,4,2,3,6,2014,No
qatar-airways,J Chapman,Australia,Business Class,5,4,5,4,4,5,6,2014,Yes
qantas-airways,Vijayakumar Arumugam,Australia,Economy,4,4,3,2,5,3,12,2013,Yes
qantas-airways,Roger Stone,Australia,Premium Economy,5,4,3,5,3,4,12,2013,No
royal-brunei-airlines,Catherine Waters,Australia,Economy,9,4,5,4,4,5,5,2012,Yes
royal-brunei-airlines,Judy McLeod,Australia,Economy,9,5,5,4,4,5,5,2012,Yes
qatar-airways,P Martin,Singapore,Business Class,7,4,3,4,4,5,6,2014,Yes
qatar-airways,H Kariyawasam,United Kingdom,Economy,4,3,5,2,4,3,6,2014,No
qatar-airways,R Muller,Australia,Business Class,6,5,3,1,4,3,6,2014,No
qantas-airways,John Moore,Australia,Business Class,5,5,5,5,3,5,12,2013,Yes
qantas-airways,T Brown,Australia,Business Class,9,4,4,5,4,3,12,2013,Yes
royal-brunei-airlines,Alan Sargeant,Australia,Business Class,9,4,5,4,5,5,5,2012,Yes
royal-brunei-airlines,J Wayner,United Kingdom,Economy,9,4,5,4,4,5,5,2012,Yes
royal-brunei-airlines,Caroline Greenwood,Australia,Economy,8,4,5,3,4,5,4,2012,Yes
qatar-airways,Lynda Duffett,South Africa,Economy,10,3,5,4,5,5,6,2014,Yes
qatar-airways,Thomas Reeh,Australia,Economy,9,5,5,5,5,4,6,2014,Yes
qantas-airways,V Florido,Australia,Economy,1,1,1,1,3,1,12,2013,No
qantas-airways,F Jojart,Australia,Economy,10,5,5,5,5,5,12,2013,Yes
qantas-airways,J Teoh,Australia,Economy,8,5,4,4,4,5,12,2013,Yes
royal-brunei-airlines,K L Strangwick,Australia,Business Class,9,4,5,5,0,5,4,2012,Yes
royal-brunei-airlines,Al Zavalis,Australia,Economy,9,4,5,4,4,5,4,2012,Yes
royal-brunei-airlines,Alan Sargeant,Australia,Business Class,9,5,5,5,4,5,4,2012,Yes
qatar-airways,Derek Gilboe,Saudi Arabia,Business Class,2,5,5,4,4,2,6,2014,Yes
qatar-airways,Denzil Bourne,United Kingdom,Economy,9,4,5,5,4,5,6,2014,Yes
qantas-airways,Jim Ash,United States,Business Class,10,5,5,4,5,5,12,2013,Yes
qantas-airways,Andrew-Stuart Catton,Australia,Business Class,10,5,5,3,4,5,12,2013,Yes
royal-brunei-airlines,Peter Wood,New Zealand,Economy,10,5,5,5,5,5,4,2012,Yes
royal-brunei-airlines,M Stus,Poland,Business Class,8,4,4,0,0,4,4,2012,Yes
royal-brunei-airlines,J Laidlaw,Australia,Economy,9,4,5,4,4,5,3,2012,Yes
qatar-airways,Simon Lehmann,Switzerland,Business Class,6,3,3,4,3,3,6,2014,Yes
qatar-airways,Anders Pedersen,Denmark,Business Class,9,4,4,4,5,5,6,2014,Yes
qatar-airways,Modak Sanjay,United Arab Emirates,Economy,7,4,4,3,2,4,6,2014,Yes
qantas-airways,S Faulkner,Australia,Business Class,8,3,5,5,4,4,12,2013,Yes
qantas-airways,J Sosinko,New Zealand,Economy,10,5,5,5,3,5,12,2013,Yes
qantas-airways,Kay Field,Australia,Economy,3,3,1,4,3,2,12,2013,No
royal-brunei-airlines,B Sharma,Singapore,Economy,9,4,5,4,4,4,3,2012,Yes
